id,avg_similarity
ff7e1673-91ee-5257-baaa-765e3c018bf9,0.265691898
2279e69d-cdac-546b-bb64-eecdc1e1c6ba,0.296550607
e0e756d7-9b93-5da8-b51e-13001cc5e794,0.381608206
8b1a0a69-5d6d-51c8-8395-d4a7347136d9,0.40121382099999997
74a57e27-f34d-59d4-983e-929a88db1584,0.41036410300000004
de77946f-0a03-5226-9543-e7621396ea4c,0.42914248200000005
8ccb8e9f-893e-59e4-84c8-d2248f522aa7,0.43039169599999993
82bb1871-1093-5154-ac9c-807bf12ddb7f,0.43419843899999994
f3cf09b8-d957-5e0b-a253-92872a7c6041,0.45421421199999995
f4f2ce9b-c90e-5b9a-aa84-f397c72647ed,0.466987372
6f77027c-dbee-572d-ac55-d842a68cc22d,0.47786929699999997
60b93e62-95e9-5684-9714-2c7e650ed6f7,0.48622112800000006
04510a35-81e5-593e-98a7-37246db91125,0.491099157
a6062e86-5c2e-5f80-b512-615062b7ba0f,0.49138519900000005
a979f259-2644-5a3c-a0f0-711548702d58,0.49532518999999997
e34fd9db-885d-5f4b-b1d6-29f4f4261049,0.49826524499999997
c0a587d4-5db1-5615-ba22-e98ae61d6911,0.4994223850000001
0f4f18e5-7174-54aa-a944-3da02f6ff66a,0.510271376
0a95ef23-5ec2-5fbf-a14c-86666f76bd5d,0.5130059429999999
3f02b267-103f-551f-aa8b-0a9bf7419974,0.5145545599999999
a81a79b4-eda5-573e-acc2-ec385dc72a4c,0.515908952
d7b79664-7f17-5306-8af3-ccc5cb894be0,0.5162184150000001
27831430-cd3c-5160-81b4-174276b6c76e,0.519494743
99f8e9de-6479-54c9-8cf4-61311c56fea8,0.520659343
2537de88-feba-5ed5-a26e-4ab116723f67,0.5228343160000001
6e5651b3-5f05-5884-8576-f46fee777452,0.5248236629999999
42b78da6-8687-5aed-9b37-3a3ade7bdfb7,0.527353881
3faa292b-ac38-547e-9808-638092397d90,0.52918199
04152a29-69b0-5e92-8b36-323fb8c87206,0.5309163230000001
91c1a7c9-e266-5d22-b272-88fa13277714,0.5309840310000001
75ae9a52-ecad-5af3-be84-df5a8f614f2b,0.5326809599999999
690971ab-b501-596d-b05b-31426a819b49,0.533298658
9cc8d7bf-80dc-5fc0-9fbb-2e8bd7f1d741,0.53429229
25fe6182-363e-5459-927b-caa26b0eac14,0.535686806
e7dccd74-a19b-5270-85aa-c483b7a399c7,0.538219587
ed3319f5-42bb-5a3f-a1ad-6661b62a2ef4,0.5407230859999999
4f8c5ba2-da08-55c6-b3ef-6cec7794c96a,0.54133534
24eba5e1-7be7-5090-8ad9-e39ef15b6d8e,0.5447730310000001
80fd88c6-34e5-5a32-94ac-a031fbc6082a,0.546485871
ba078981-0f3a-5f17-a364-bda2b36bae40,0.5485986580000001
b4ae5308-09c4-5743-80e9-c87e07fe36b1,0.5506941080000001
74928826-cb73-52a3-879f-c04775ad74b4,0.550895058
84071b53-53ab-51ff-9226-415c3e9cba94,0.5514199000000001
fce64c85-7f0f-523c-9e52-4a649eef4bbb,0.552581414
e133ecf1-3d35-59d3-9849-a597844dd491,0.5555923879999999
bf66ca31-c80c-549d-a180-4795e43d1527,0.5557098580000001
53982a82-0680-5a97-9182-32de68f64475,0.556253268
1e087f3f-fbee-51df-92ce-6c20469402a7,0.556514929
14b4f3cb-e8ae-5117-b963-f04c157095a7,0.5568334860000002
667ebb5e-a6cd-56db-beda-0f32297e633f,0.559407972
